# From https://iopscience.iop.org/article/10.3847/1538-3881/aae1f5
#Title: Radial velocities from the N2K Project: 6 new cold gas giant planets 
#       orbiting HD-55696, HD-98736, HD-148164, HD-203473, and HD-211810 
#Authors: Ment K., Fischer D.A., Bakos G., Howard A.W., Isaacson H. 
#Table: Radial velocities for N2K stars
#================================================================================
#Byte-by-byte Description of file: ajaae1f5t2_mrt.txt
#--------------------------------------------------------------------------------
#   Bytes Format Units   Label  Explanations
#--------------------------------------------------------------------------------
#   1- 10 A10    --      Name   Name of the star
#  12- 21 F10.4  d       JD     Julian Date, JD-2440000
#  23- 40 F18.11 m/s     RVel   Radial Velocity
#  42- 52 F11.7  m/s   e_RVel   Radial Velocity Error
#  54- 59 F6.4   --      SHK    []? Ca II H&K line emission indicator
#--------------------------------------------------------------------------------
HD-206658  14634.0750      4.32127030000   1.3173100 0.1540 
HD-206658  14635.0070     -3.95266330000   1.2033800 0.1530 
HD-206658  14636.0420     -0.08004906300   1.1820400 0.1530 
HD-206658  14637.0950     -4.10270980000   1.2827800 0.1530 
HD-206658  14638.0490      2.27270610000   1.2184200 0.1530 
HD-206658  14639.0390     -2.20303020000   1.1362000 0.1520 
HD-206658  14640.1250     -4.53035140000   1.2120600 0.1530 
HD-206658  14641.1240     -2.31065720000   1.1981600 0.1530 
HD-206658  14642.0880     -2.71240210000   1.2032300 0.1530 
HD-206658  14668.0990     -3.70363270000   1.2180300 0.1530 
HD-206658  14672.0640     -2.64462440000   1.2516700 0.1520 
HD-206658  14673.0520     -2.05662970000   1.1733800 0.1520 
HD-206658  14673.9960     -2.30896340000   1.1775100 0.1520 
HD-206658  14674.9260     -6.33066620000   1.3321600 0.1530 
HD-206658  14675.9120     -1.17395760000   1.2236000 0.1530 
HD-206658  14675.9140     -0.13027146000   1.2637200 0.1530 
HD-206658  14690.0490      2.41051940000   1.3072200 0.1520 
HD-20670   13014.9300      6.61465000000   4.5298900        
HD-20670   13015.9270     -1.53305000000   3.7716300        
HD-20670   13016.9330     -2.55462000000   3.2679500        
HD-20670   13071.7980     17.29850000000   6.8403500        
HD-20670   13301.9900     -5.32927000000   6.2052000 0.1640 
HD-20678   13688.8570      1.57386000000   2.7226100 0.3390 
HD-20678   13693.7630     11.46790000000   1.6397700 0.3330 
HD-20678   13694.8330     10.07830000000   1.4993400 0.3310 
HD-20678   13695.9200    -10.36530000000   1.6151200 0.3390 
HD-20678   13750.8310    -12.70780000000   2.2216900 0.3210 
HD-207583  13191.0710     -3.16802000000   2.6575300        
HD-207583  13198.0720      3.95331000000   2.2612200        
HD-207583  13199.1140      0.51295000000   2.1795300        
HD-207583  13199.9630     21.34970000000   2.1998500        
HD-207583  13604.0550     -7.48395000000   2.1774900 0.4840 
HD-207583  14319.0460      9.11188000000   1.8173500 0.4510 
HD-20781   13014.7900     -3.25135000000   4.5398600        
HD-20781   13015.7960      5.64508000000   4.8972000        
HD-20781   13016.7950     -6.43463000000   5.0777200        
HD-20781   13072.7610     -1.82687000000   6.2086600        
HD-20781   13302.9380      8.50472000000   6.4588200 0.1970 
HD-20781   13604.1240      6.43224000000   6.2836800 0.1970 
HD-207832  13191.0730      0.62109912000   2.7451000        
HD-207832  13198.1100      9.04572830000   2.9621600        
HD-207832  13199.1100      8.05774460000   2.8833900        
HD-207832  13200.0280     19.75206500000   2.7663700        
HD-207832  13604.0530    -35.75487000000   1.6979800 0.2280 
HD-207832  13962.0290    -20.02821200000   1.6821100 0.2300 
HD-207832  13964.0300    -21.08034300000   1.7522300 0.2320 
HD-207832  13981.8400    -10.64437400000   1.6247900 0.2330 
HD-207832  13983.8840     -1.65141320000   1.6807500 0.2370 
HD-207832  14023.7380      5.37745830000   1.7613800 0.2430 
HD-207832  14249.0690    -11.84906200000   1.6365200 0.2530 
HD-207832  14250.1110    -22.52670500000   1.7534900 0.2500 
HD-207832  14256.0840    -14.14064600000   1.5485700 0.2520 
HD-207832  14279.0540      0.34521312000   1.4690100 0.2550 
HD-207832  14280.0780     -3.68840360000   2.1369200 0.2570 
HD-207832  14304.9810     -0.21770127000   1.5694800 0.2580 
HD-207832  14305.9790      4.80889520000   1.4386400 0.2580 
HD-207832  14306.9840     13.81236100000   1.4183700 0.2540 
HD-207832  14308.0080      8.82157680000   1.5758800 0.2510 
HD-207832  14309.9730     10.69355200000   1.2852800 0.2450 
HD-207832  14310.9640     13.79579100000   1.2937900 0.2420 
HD-207832  14311.9620     11.32915700000   1.3885600 0.2420 
HD-207832  14312.9580     16.30060500000   1.3526400 0.2460 
HD-207832  14313.9550     18.04838400000   1.3546200 0.2470 
HD-207832  14314.9890     22.05361500000   1.7358700 0.2520 
HD-207832  14319.0530     36.47590800000   1.3118300 0.2650 
HD-207832  14336.9750     31.23774900000   1.5417100 0.2640 
HD-207832  14337.0290     29.83917300000   1.6971800 0.2640 
HD-207832  14339.8280     27.45430400000   1.9950300 0.2570 
HD-207832  14339.8320     26.10349000000   1.7393700 0.2570 
HD-207832  14343.9000      3.56874940000   1.2989800 0.2480 
HD-207832  14399.7650    -33.21597900000   1.5785300 0.2360 
HD-207832  14428.7240      3.78805370000   1.3859600 0.2620 
HD-207832  14634.1100     12.54346100000   1.4009500 0.2380 
HD-207832  14635.0150      1.50543580000   1.6986500 0.2400 
HD-207832  14635.0310      7.94043750000   1.3931200 0.2400 
HD-207832  14636.0790     10.12095500000   1.4322700 0.2410 
HD-207832  14637.1230     10.66687100000   1.4991400 0.2430 
HD-207832  14638.0740     12.36413600000   1.3814100 0.2450 
HD-207832  14639.0870     15.40913200000   1.3585600 0.2420 
HD-207832  14641.1120     25.89709500000   1.3382300 0.2460 
HD-207832  14642.0800     30.63733600000   1.4018500 0.2450 
HD-207832  14644.1080     30.33952800000   1.4966800 0.2480 
HD-207832  14672.9810      3.48357470000   1.3663900 0.2390 
HD-207832  14674.9200      3.77302960000   1.5637900 0.2390 
HD-207832  14675.9200      1.75659330000   1.4134900 0.2390 
HD-207832  14675.9280      0.14917480000   1.4646400 0.2390 
HD-207832  14805.7810     -8.18642730000   1.7366300 0.2150 
HD-207832  14964.1220     -6.32033320000   1.5154400 0.2190 
HD-207832  14984.0860     -8.95456770000   1.4730600 0.2070 
HD-207832  14985.1150    -13.70655500000   1.6099300 0.2030 
HD-207832  14986.1160    -15.27358500000   1.5004900 0.2020 
HD-207832  14989.0800     -7.47381320000   1.5325800 0.2060 
HD-207832  15015.0200    -24.10133000000   1.5288300 0.2250 
HD-207832  15045.0870    -48.39595600000   1.5934000 0.2030 
HD-207832  15049.0170    -43.02466300000   1.5460400 0.2140 
HD-207832  15395.9510    -18.76949000000   1.5709300 0.2400 
HD-207832  15400.1110    -12.02703500000   1.4559700 0.2500 
HD-207832  15414.0430      1.88715840000   1.4664700 0.2470 
HD-207832  15426.0550      0.12029311000   1.5307600 0.2450 
HD-207832  15490.7800     -6.20490570000   1.5002400 0.2460 
HD-207832  15528.7950    -19.41710700000   1.6061900 0.2540 
HD-207832  15753.0490     -2.06056070000   1.7384900 0.2310 
HD-207832  15843.7710    -22.06894800000   1.4606200 0.2400 
HD-207832  15904.6860    -10.55487200000   1.5529300 0.2310 
HD-207832  16584.7130     -7.01781510000   1.6421200 0.2270 
HD-207832  16585.7930     -6.93951820000   1.6567500 0.2280 
HD-207832  17601.1100    -43.44847100000   1.7144200 0.2270 
HD-207994  13190.0160    -14.01330000000   3.8389900        
HD-207994  13198.1050    -10.77610000000   3.6199200        
HD-207994  13199.0790    -42.31180000000   3.4671200        
HD-207994  13200.0170     16.18970000000   3.7885400        
HD-207994  13207.0590    -10.02270000000   2.5749800        
HD-207994  13208.0450    -20.91780000000   3.1092100        
HD-207994  13479.1400     16.83980000000   2.4409500 0.1860 
HD-207994  13480.1350     -0.85878600000   2.6552100 0.1970 
HD-207994  13547.0160     14.05630000000   2.7760000 0.1870 
HD-207994  13550.0810      2.20241000000   3.0876100 0.1840 
HD-207994  13551.0560     11.71880000000   2.7965200 0.1850 
HD-207994  13551.9780      7.50678000000   2.1311200 0.1860 
HD-207994  13552.0650     13.87770000000   2.5979700 0.1870 
HD-207994  13931.9910      2.99888000000   2.6587100 0.1920 
HD-207994  13932.9540     14.67090000000   2.9323400 0.1910 
HD-208202  13198.0680   -229.04800000000   3.6888900        
HD-208202  13199.0750      1.55633000000   3.0935600        
HD-208202  13199.9870    246.93700000000   3.7781300        
HD-209203  13693.7270      2.22139030000   0.6522530 0.2350 
HD-209203  13694.7250     -1.42156130000   0.5850060 0.2360 
HD-209203  13695.8850     -1.74262610000   0.6811860 0.2380 
HD-209340  13571.0520     -5.89807420000   0.6315750 0.1780 
HD-209340  13576.0950      0.97502045000   0.6350030 0.1780 
HD-209340  13724.8130      2.83259590000   0.7452520 0.1770 
HD-209706  13693.7280    443.96246000000   1.1301400 0.1820 
HD-209706  13694.7270    437.30177000000   1.1327600 0.1820 
HD-209706  13695.8860    441.96687000000   1.1457300 0.1800 
HD-209706  14339.0080  -1324.56590000000   1.5069300 0.1870 
HD-210320  13191.0750      0.63764900000   2.2006700        
HD-210320  13198.1130      7.52003000000   1.9434900        
HD-210320  13199.1070      2.52168000000   1.7797100        
HD-210320  13200.0300      5.12727000000   1.7221000        
HD-210320  14023.7320      3.24979000000   1.8743700 0.1500 
HD-210323  13693.7300      2.23972700000   0.4785760 0.2620 
HD-210323  13694.7290      5.14864230000   0.4743020 0.2470 
HD-210323  13695.8880     -9.09238080000   0.4953310 0.2450 
HD-210391  13198.0630    940.99700000000   6.0984400        
HD-210391  13199.1200    -42.18120000000   3.0582100        
HD-210391  13199.9810   -881.24800000000   6.0575500        
HD-211810  13693.7410     -8.10071650000   1.4054600 0.1510 
HD-211810  13694.7320     -6.68461010000   1.3864400 0.1510 
HD-211810  13695.8930     -8.91595440000   1.5530800 0.1510 
HD-211810  14339.0150      4.34814520000   1.2325600 0.1500 
HD-211810  14427.7980      6.46996130000   1.2384300 0.1500 
HD-211810  14429.8470      3.33199540000   1.1801500 0.1490 
HD-211810  14430.8810      3.45603020000   1.3756500 0.1450 
HD-211810  14454.7370      7.15692110000   1.7673700 0.1490 
HD-211810  14455.7200      5.34757900000   1.3261200 0.1500 
HD-211810  14456.7130      5.62781030000   1.2903800 0.1500 
HD-211810  14457.7070      5.39034030000   1.4165900 0.1510 
HD-211810  14460.7350      5.98610730000   1.5182900 0.1490 
HD-211810  14674.9780     11.11652900000   1.0912500 0.1510 
HD-211810  15172.7960     -6.49994100000   1.3012200 0.1500 
HD-211810  15413.0380      1.80567920000   0.9954840 0.1510 
HD-211810  15435.0190     -8.31895150000   1.2479400 0.1500 
HD-211810  15464.9240     -6.97586930000   1.4196500 0.1500 
HD-211810  15500.9320     -3.84684930000   1.3828200 0.1500 
HD-211810  15521.8260     -1.69299930000   1.1851700 0.1500 
HD-211810  15795.0770     -2.44922860000   1.3574300 0.1490 
HD-211810  16101.0790     12.80697300000   1.0896600 0.1500 
HD-211810  16114.0970     11.19761600000   1.1458200 0.1490 
HD-211810  16134.1140      6.14823710000   1.0043200 0.1510 
HD-211810  16144.1340     14.86119700000   1.2511300 0.1480 
HD-211810  16149.0220      7.74825130000   1.1448300 0.1490 
HD-211810  16165.0800      5.89266130000   1.2242500 0.1490 
HD-211810  16195.9980      8.55837390000   1.3381800 0.1490 
HD-211810  16475.0900    -14.63726700000   1.1064700 0.1500 
HD-211810  16477.0910    -21.24527900000   1.2645100 0.1490 
HD-211810  16478.9470    -17.95287700000   1.1886600 0.1500 
HD-211810  16483.1120    -15.97338900000   1.1949100 0.1500 
HD-211810  16533.0580    -16.09959200000   1.2993200 0.1500 
HD-211810  16548.0190    -16.44253100000   1.4984700 0.1490 
HD-211810  16584.8620    -13.82892400000   1.4131700 0.1480 
HD-211810  16637.7150    -11.20298000000   1.3088300 0.1500 
HD-211810  16875.1010     -5.13074030000   1.0552800 0.1490 
HD-211810  17001.7570     -2.57154500000   1.2083300 0.1510 
HD-211810  17202.0050     -4.11940270000   1.1400800 0.1480 
HD-211810  17254.8690     -3.40618090000   1.1806100 0.1500 
HD-211810  17339.8280      4.86042920000   1.4719800 0.1510 
HD-211810  17557.0730      5.05798030000   2.0096000 0.1460 
HD-211810  17587.9390      2.99194070000   1.2982400 0.1500 
HD-211810  17594.9980     -8.48763550000   3.3682300 0.1540 
HD-211810  17595.0720      5.88027570000   1.3293600 0.1500 
HD-211810  17597.9100      7.64613770000   1.5064900 0.1500 
HD-211810  17602.1230     11.62323600000   1.1021800 0.1500 
HD-211810  17602.1260      6.19032690000   1.1033600 0.1500 
HD-211810  17714.8920     12.05994500000   1.2709900 0.1510 
HD-212315  13190.0350    116.67100000000  15.9561000        
HD-212315  13198.1070    258.31700000000  17.0715000        
HD-212315  13199.0830    176.01300000000  17.2860000        
HD-212315  13200.0150    152.04300000000  16.2909000        
HD-212315  13207.0530    125.38500000000  12.1249000        
HD-212315  13208.0560    189.16200000000  13.7751000        
HD-212315  13369.7280     -0.87699100000  14.0266000 0.1840 
HD-212315  13480.1370   -381.09300000000  23.1028000 0.1880 
HD-212315  13547.0170   -603.49000000000  27.3789000 0.1850 
HD-212585  13693.7320     -1.14404140000   0.5972820 0.3480 
HD-212585  13694.7300      5.80563930000   0.5701940 0.3520 
HD-212585  13695.8900     -6.68781480000   0.5910930 0.3570 
HD-212924  13191.0770   2959.73000000000  63.6043000        
HD-212924  13198.0590  -2693.19000000000  47.3392000        
HD-212924  13199.1160   3685.57000000000  59.8734000        
HD-212924  13199.9780  -3920.94000000000  52.0650000        
HD-213066  13191.0780     -0.91106100000   2.3134400        
HD-213066  13198.1120      6.67721000000   2.1600000        
HD-213066  13199.1120      6.00866000000   2.1972800        
HD-213066  13200.0260      4.43576000000   2.2890300        
HD-213066  14023.7630     -3.88668000000   2.1536300 0.1430 
HD-213329  13191.0810     11.72000000000   2.0732700        
HD-213329  13198.1160      5.83185000000   1.8292500        
HD-213329  13199.1050     -0.64732900000   1.6731800        
HD-213329  13200.0330      1.05520000000   1.4819000        
HD-213329  14023.7350     -2.36030000000   1.7051500 0.2090 
HD-214823  13571.0480     80.97452400000   1.7623700 0.1500 
HD-214823  13576.0840     72.53492700000   2.1409000 0.1460 
HD-214823  13724.8090   -120.29662000000   2.0346800 0.1490 
HD-214823  13750.7560   -148.33242000000   1.3698400 0.1480 
HD-214823  14339.7830   -151.80307000000   2.0883400 0.1500 
HD-214823  14343.8660   -155.97797000000   1.6262900 0.1490 
HD-214823  14345.7880   -142.42881000000   2.1841200 0.1480 
HD-214823  14399.8260    -98.88604200000   2.0293500 0.1490 
HD-214823  14429.8250    -87.84068900000   1.5077800 0.1490 
HD-214823  14778.8480    155.46860000000   2.1631200 0.1500 
HD-214823  14807.8960    165.86231000000   1.9537100 0.1450 
HD-214823  14984.1000    236.04173000000   1.7348900 0.1490 
HD-214823  15134.8960    245.83365000000   1.9228200 0.1480 
HD-214823  15187.7680    223.05241000000   1.7967400 0.1470 
HD-214823  15395.9750    110.13773000000   1.6891300 0.1490 
HD-214823  15468.0010     29.11627600000   1.9210500 0.1480 
HD-214823  15522.8870    -46.53970200000   2.0885800 0.1500 
HD-214823  15795.0760   -314.81091000000   1.9444700 0.1490 
HD-214823  15904.7350   -319.95971000000   1.7080100 0.1490 
HD-214823  16100.1100   -216.38849000000   1.9239700 0.1490 
HD-214823  16165.0790   -175.23266000000   1.7521700 0.1490 
HD-214823  16472.1240     54.55220400000   1.6053400 0.1440 
HD-214823  16640.7400    160.56786000000   1.8605900 0.1490 
HD-214823  16881.0800    237.64197000000   1.8142700 0.1480 
HD-214823  17203.1270    153.93220000000   1.6679400 0.1490 
HD-214823  17204.1260    144.77479000000   1.7226300 0.1460 
HD-214823  17211.1350    146.00665000000   1.6748600 0.1470 
HD-214823  17585.9300   -275.69667000000   1.7854200 0.1480 
HD-215032  13571.0180     21.31792700000   1.5551600 0.2330 
HD-215032  13576.1260    -35.51593600000   1.8690500 0.2290 
HD-215032  13577.0770    -17.02953000000   2.2405300 0.2250 
HD-215032  13695.7620     -3.58814130000   1.1654600 0.2290 
HD-215032  13696.7580     -6.61221490000   1.4217000 0.2300 
HD-215032  13724.7400    -11.22804600000   1.2659500 0.2250 
HD-215032  13746.7080      8.39289650000   1.6114100 0.2310 
HD-215032  13747.7630      3.94609050000   2.3181500 0.2230 
HD-215032  13748.7000      5.86775360000   1.2152300 0.2220 
HD-215032  13749.7030     -9.03550680000   1.5755300 0.2170 
HD-215032  14085.7920     -8.33648380000   1.6390500 0.2170 
HD-215032  14319.0160      1.59327740000   1.2150800 0.2350 
HD-215032  15172.8570     -8.82808690000   1.5140200 0.2240 
HD-215032  17602.0900     17.23999600000   1.3812200 0.2280 
HD-215032  17602.0930     14.14737400000   1.3544700 0.2280 
HD-215032  17602.0960     12.28869600000   1.4844700 0.2280 
HD-215625  13191.0830     11.32610000000   2.7341600        
HD-215625  13198.1180      4.91274000000   2.5487700        
HD-215625  13199.1020     -7.33868000000   2.3743200        
HD-215625  13200.0350      2.17792000000   2.2491000        
HD-215625  13604.0570     15.00320000000   2.5788000 0.1530 
HD-216175  13693.7430      3.37242740000   0.8669530 0.2140 
HD-216175  13694.7340     -0.56454230000   0.8325490 0.2160 
HD-216175  13695.8950     -4.28940380000   0.8561440 0.2180 
HD-216772  13571.0500    587.13793000000   0.4434290 0.1800 
HD-216772  13576.0920    488.69693000000   0.5090570 0.1820 
HD-216772  13724.8200  -1122.08470000000   0.5971660 0.1810 
HD-216783  13571.0460  -6033.35240000000   0.3702070 0.1700 
HD-216783  13576.0860  -3996.68720000000   2.7837300 0.1690 
HD-216783  13724.8220   6162.73700000000   0.4630030 0.1710 
HD-217523  13693.7250     -0.88776606000   0.8278150 0.1780 
HD-217523  13694.7240      3.11335000000   0.7694170 0.1790 
HD-217523  13695.8830     -2.43000480000   0.8256660 0.1780 
HD-217850  13571.0690     89.90880000000   1.2105900 0.1580 
HD-217850  13576.1020     88.82136200000   1.3456500 0.1540 
HD-217850  13724.8240     44.76087600000   1.3775700 0.1570 
HD-217850  13750.7600     31.32219800000   1.3858000 0.1560 
HD-217850  14251.1120   -245.30613000000   1.3694200 0.1580 
HD-217850  14339.8040   -145.32231000000   1.2545500 0.1570 
HD-217850  14399.8290    -99.60579700000   1.5212000 0.1580 
HD-217850  14427.8080    -82.27701200000   1.4176900 0.1570 
HD-217850  14429.8520    -82.54028000000   1.2921400 0.1570 
HD-217850  14636.1100     -7.86389400000   1.0790100 0.1570 
HD-217850  14808.8900     30.59794000000   1.3374100 0.1580 
HD-217850  15015.0840     53.20470900000   1.0663900 0.1570 
HD-217850  15015.1000     52.43785300000   1.0131400 0.1570 
HD-217850  15016.0850     63.97764000000   1.0267700 0.1570 
HD-217850  15078.0370     65.39376500000   1.3379900 0.1570 
HD-217850  15171.8400     81.57610000000   1.3910100 0.1550 
HD-217850  15381.0750     90.84721600000   0.9735160 0.1550 
HD-217850  15396.0630     97.00381200000   1.1034900 0.1560 
HD-217850  15400.0420     92.92564000000   0.9910570 0.1570 
HD-217850  15490.0050    104.71979000000   1.5962500 0.1560 
HD-217850  15795.0830    119.92351000000   1.3564500 0.1560 
HD-217850  16139.0510    132.38330000000   1.4440800 0.1570 
HD-217850  16485.1250    132.60581000000   1.2597000 0.1560 
HD-217850  16640.8410    131.53430000000   1.6271600 0.1530 
HD-217850  16881.0810    115.66554000000   1.2346800 0.1570 
HD-217850  17213.1280     48.96402400000   0.9666040 0.1550 
HD-217850  17214.1290     48.51006900000   1.1554100 0.1550 
HD-217850  17595.0650   -672.58225000000   1.1724500 0.1580 
HD-217850  17668.7800   -410.87629000000   1.3729800 0.1550 
HD-218445  13571.0230      4.16210200000   1.1621300 0.1680 
HD-218445  13576.1200      2.38548190000   1.1857300 0.1660 
HD-218445  13577.0920     -7.45959190000   1.5343400 0.1720 
HD-218445  13723.8050     -5.06908210000   1.0695400 0.1600 
HD-218445  13724.7520     -6.58416350000   1.0167400 0.1660 
HD-218445  14428.7400     -0.25000272000   0.8563870 0.1680 
HD-219428  13571.0670    -44.47585800000   1.6000500 0.2830 
HD-219428  13576.0990    -54.71582200000   1.8575500 0.2820 
HD-219428  13724.8260      8.53863700000   1.7343400 0.3260 
HD-219428  13750.7620    -39.54954800000   1.7165700 0.3090 
HD-219428  14249.0810      6.64157320000   1.5064100 0.3060 
HD-219428  14250.1200     15.09558900000   1.7206200 0.3080 
HD-219428  14251.1280     29.01301300000   1.7365700 0.3110 
HD-219428  14318.9850     13.37201600000   1.2558000 0.3120 
HD-219428  14339.8070      5.92874140000   1.6220200 0.3090 
HD-219428  15396.0670      8.55398880000   1.4141600 0.2670 
HD-219428  15400.0450     11.19851500000   1.4435700 0.2750 
HD-219428  15467.9330     22.71495400000   1.9211600 0.2850 
HD-219770  13191.0860      4.37435000000   2.5686200        
HD-219770  13198.1010     17.73960000000   2.4566300        
HD-219770  13199.0860      4.31049000000   2.3265400        
HD-219770  13200.0190     12.01870000000   2.4258100        
HD-219770  14023.7650    -15.55740000000   2.5745600 0.1800 
HD-219781  13571.0260     -1.56725890000   0.8545880 0.1650 
HD-219781  13576.1170     -2.82894500000   1.1377600 0.1640 
HD-219781  13577.1010     -3.37772380000   1.3374000 0.1650 
HD-219781  13723.8160     -4.68224020000   0.9112080 0.1630 
HD-219781  13724.7620      3.58349570000   0.9558080 0.1640 
HD-219781  14249.0740     -1.56403510000   0.9159500 0.1660 
HD-219781  14250.1150     -4.30121640000   1.0594000 0.1660 
HD-219828  13746.7040     48.09211700000   1.0999800 0.1690 
HD-219828  13747.7740     40.29905900000   1.0590300 0.1700 
HD-219828  13748.7140     59.87710500000   1.0044700 0.1700 
HD-219828  13749.7180     60.25526000000   0.9711740 0.1680 
HD-219828  13750.7050     51.47612300000   0.9557490 0.1670 
HD-219828  14339.0240   -295.82488000000   1.0692600 0.1680 
HD-219828  16860.9700     19.92484300000   1.3169400 0.1660 
HD-221149  13191.0880      8.32919000000   2.2552800        
HD-221149  13198.1220      1.99072000000   2.0001800        
HD-221149  13199.0890      1.38038000000   1.8301300        
HD-221149  13200.0250     -4.62470000000   1.8354300        
HD-221149  14023.7680     13.03760000000   2.1850900 0.1620 
HD-221561  13191.0900      1.99195000000   3.7330500        
HD-221561  13198.1240      7.45788000000   3.0198200        
HD-221561  13199.0980      7.34205000000   3.1188100        
HD-221561  13200.0430      7.51743000000   2.9334300        
HD-221561  14023.7670     13.37110000000   3.3739500 0.1500 
HD-221974  13191.0920      6.13089000000   1.6996000        
HD-221974  13198.1260     -6.91689000000   1.4628200        
HD-221974  13199.0960     -2.03396000000   1.5532400        
HD-221974  13200.0370     -0.65503900000   1.3042100        
HD-221974  14023.7700      5.35491000000   1.6435500 0.1790 
HD-222038  13571.1200  -1368.20190000000   0.8974380 0.1840 
HD-222038  13724.7700  -1227.51490000000   0.9764470 0.1820 
HD-222038  14286.1010   -681.59308000000   1.0028500 0.1820 
HD-222038  16878.9910   3270.83970000000   0.9085990 0.1800 
HD-222986  13571.0740    -25.49955200000   1.8810500 0.3570 
HD-222986  13576.1050    -37.87973500000   2.1425600 0.3830 
HD-222986  13724.8310     10.79832600000   1.9655500 0.3920 
HD-222986  13746.7590    -35.25430400000   1.6724100 0.3970 
HD-222986  13748.7530    -38.85974800000   1.7806500 0.3860 
HD-222986  13749.7710    -34.43717600000   1.6650000 0.3830 
HD-222986  13750.7860     24.70830600000   1.7165900 0.3880 
HD-222986  13751.7560     54.73922900000   1.6443400 0.3960 
HD-222986  13752.8210     34.80802200000   1.6578100 0.4080 
HD-222986  14023.7850    -14.36323900000   2.1431300 0.4120 
HD-222986  14047.9660      3.59914160000   2.1459300 0.4260 
HD-222986  14319.1140    -10.71655400000   1.4860300 0.4160 
HD-222986  15396.0720    -10.13392100000   1.5089300 0.3990 
HD-222986  15400.0520     19.28297400000   1.4627400 0.4070 
HD-222986  15468.0030    -14.38291600000   1.9265700 0.3960 
HD-222986  17602.1170     21.94617900000   1.5934200 0.3840 
HD-222986  17602.1200     25.66272600000   1.7277900 0.3840 
HD-224040  13191.0940     32.58300000000   4.7668900        
HD-224040  13198.1290     26.73360000000   4.1412000        
HD-224040  13199.0930      5.01100000000   4.1054200        
HD-224040  13200.0400     -2.10992000000   4.3622600        
HD-224040  14023.7730    -19.80250000000   4.7355900 0.1750 
HD-224601  13190.0380     12.73990000000   2.7265300        
HD-224601  13208.0530    -10.65390000000   2.5313600        
HD-224601  14023.8180      3.72096000000   2.6869500 0.1560 
HD-224601  14085.8390    -14.81750000000   2.6514200 0.1550 
HD-224601  14339.0610      4.94099000000   2.3998900 0.1560 
HD-224693  13191.0970     41.38083700000   2.6666900        
HD-224693  13198.1310     12.26163500000   2.6175700        
HD-224693  13199.0910      4.73063700000   2.6529100        
HD-224693  13200.0420      6.65032240000   2.5888300        
HD-224693  13367.7050    -45.03656900000   1.3734000 0.1470 
HD-224693  13368.7130    -32.26715400000   1.2922900 0.1460 
HD-224693  13369.7140    -30.78577200000   1.2159300 0.1470 
HD-224693  13370.7360    -38.27994600000   4.3864400 0.1420 
HD-224693  13550.1120    -31.61921800000   1.5584100 0.1490 
HD-224693  13551.1220    -30.75724600000   1.5243700 0.1470 
HD-224693  13552.0900    -36.58323800000   1.5298700 0.1470 
HD-224693  13571.0880     24.31263400000   1.5671000 0.1470 
HD-224693  13603.0890    -26.91563200000   1.2945900 0.1490 
HD-224693  13604.0620    -24.25673800000   1.2734000 0.1490 
HD-224693  13605.0210    -30.29558700000   1.1531600 0.1480 
HD-224693  13692.9060    -16.49931000000   0.9492020 0.1460 
HD-224693  13693.8500    -11.39699400000   0.9649150        
HD-224693  13694.7620     -5.07496760000   0.9750960 0.1460 
HD-224693  13695.7570      3.20157090000   0.9994340 0.1460 
HD-224693  13696.7510     13.97820100000   1.0345400 0.1460 
HD-224693  13723.8100     23.42200900000   1.2604600 0.1460 
HD-224693  13724.7560     23.36320500000   1.3095200 0.1470 
HD-224693  13746.6960    -10.56694400000   1.4843100 0.1630 
HD-224693  13752.7610     32.57569500000   1.1841000 0.1400 
HD-224693  14427.8970      5.12189970000   1.2248000 0.1590 
HD-224693  14634.0960     40.24724500000   1.5614100 0.1500 
HD-224693  14636.0910     35.21220800000   1.5539600 0.1490 
HD-224693  14637.1020     29.78154600000   1.5246900 0.1500 
HD-224693  14639.0920     30.46059200000   1.4364000 0.1510 
HD-224693  15049.0210    -43.00037700000   1.6316700 0.1430 
HD-224693  15197.7690     37.60493400000   1.2539200 0.1420 
HD-224693  15427.0390    -23.68646300000   1.4395100 0.1470 
HD-224693  15555.8030    -23.31403200000   1.3315500 0.1530 
HD-224693  15807.0780     41.22080600000   1.4247900 0.1530 
HD-224693  16168.0810    -39.15935700000   1.4286500 0.1480 
HD-224693  16530.1380     49.92993400000   1.4935400 0.1490 
HD-224693  16638.7240     38.21166700000   1.1719000 0.1540 
HD-224693  16884.0630    -13.02058500000   1.4048300 0.1500 
HD-224693  17233.1190    -13.94165200000   1.5774400 0.1500 
HD-224693  17598.1050     41.83302300000   1.3803300 0.1510 
HD-225118  13014.7200    -21.08876500000   2.2001200        
HD-225118  13015.7220    -10.13671600000   2.1673000        
HD-225118  13016.7190    -15.70727200000   2.0264800        
HD-225118  13191.0990    -34.40723900000   2.6276900        
HD-225118  13198.1350     35.32902800000   2.6534600        
HD-225118  13207.0730    -28.15225700000   2.2447600        
HD-225118  13208.0680    -14.40896300000   2.7850300        
HD-225118  13724.7590     -0.32954696000   1.3105800 0.4830 
HD-225118  13746.7000     -1.90107700000   1.1865700 0.4610 
HD-225118  13747.7830     -5.15879420000   1.1723800 0.4490 
HD-225118  13748.7110    -19.27298500000   1.1259400 0.4590 
HD-225118  13749.7150    -14.60996500000   0.9332500 0.4530 
