# From https://iopscience.iop.org/article/10.3847/1538-3881/aae1f5
#Title: Radial velocities from the N2K Project: 6 new cold gas giant planets 
#       orbiting HD-55696, HD-98736, HD-148164, HD-203473, and HD-211810 
#Authors: Ment K., Fischer D.A., Bakos G., Howard A.W., Isaacson H. 
#Table: Radial velocities for N2K stars
#================================================================================
#Byte-by-byte Description of file: ajaae1f5t2_mrt.txt
#--------------------------------------------------------------------------------
#   Bytes Format Units   Label  Explanations
#--------------------------------------------------------------------------------
#   1- 10 A10    --      Name   Name of the star
#  12- 21 F10.4  d       JD     Julian Date, JD-2440000
#  23- 40 F18.11 m/s     RVel   Radial Velocity
#  42- 52 F11.7  m/s   e_RVel   Radial Velocity Error
#  54- 59 F6.4   --      SHK    []? Ca II H&K line emission indicator
#--------------------------------------------------------------------------------
HD-149026  15704.8390     11.74492100000   1.8444300 0.1540 
HD-149026  15705.8550    -35.23960400000   1.7774100 0.1550 
HD-149026  15706.8340     25.99851000000   1.7879300 0.1540 
HD-149026  15707.8470    -21.59079600000   1.6525100 0.1540 
HD-149026  15722.9090    -44.74774000000   1.7731600 0.1530 
HD-149026  15723.8550      7.82234430000   1.8110900 0.1530 
HD-149026  15733.8720    -17.32864700000   1.5916800 0.1540 
HD-149026  15735.8160     38.65113300000   1.8202800 0.1540 
HD-149026  15738.7920     40.17204900000   1.4391900 0.1550 
HD-149026  15782.8120    -27.55090500000   1.7139400 0.1530 
HD-149026  15790.7420     31.85869600000   1.7972500 0.1530 
HD-149026  15807.7210     21.87907900000   1.6390100 0.1490 
HD-149026  15808.7680    -36.51773700000   1.7175500 0.1510 
HD-149026  16111.7650    -15.89204700000   1.3144500 0.1540 
HD-149026  16112.7590     30.28750300000   1.4333400 0.1530 
HD-149026  16147.7550      3.79048320000   1.7117900 0.1520 
HD-149026  16531.7350    -13.64627000000   1.6242300 0.1510 
HD-149026  16895.7350    -24.34348300000   1.5736600 0.1550 
HD-149026  17232.7790    -54.69817600000   1.6537600 0.1480 
HD-149026  17794.1800    -10.52506600000   1.6737400 0.1520 
HD-149143  13197.9100    -55.53765900000   2.7908400        
HD-149143  13198.9140   -145.60314000000   3.0407400        
HD-149143  13199.8620     30.54901100000   3.1287500        
HD-149143  13398.1650   -156.29447000000   1.1620300 0.1660 
HD-149143  13399.1530    -25.24965800000   1.0362700 0.1670 
HD-149143  13401.1510     26.09965800000   1.0126500 0.1670 
HD-149143  13425.1690    102.14745000000   1.0223300 0.1680 
HD-149143  13426.1640    -97.33615500000   1.1923100 0.1680 
HD-149143  13427.1490   -113.07934000000   1.1558600 0.1670 
HD-149143  13428.1540     88.14467900000   1.0521900 0.1680 
HD-149143  13429.1070    126.56268000000   1.0405800 0.1670 
HD-149143  13430.0400    -58.00346400000   1.0233200 0.1680 
HD-149143  13431.1210   -132.38722000000   0.9490410 0.1680 
HD-149143  13478.9560    -73.71640800000   1.2182100 0.1720 
HD-149143  13480.0770   -128.48563000000   1.2303800 0.1710 
HD-149143  13480.9320     51.71359000000   1.7090500 0.1710 
HD-149143  13483.9280   -156.70006000000   1.4618600 0.1680 
HD-149143  13546.8530    153.34920000000   1.6549600 0.1740 
HD-149143  13547.7890     29.30870700000   1.4533100 0.1760 
HD-149143  13548.9730   -141.22629000000   1.5470300 0.1740 
HD-149143  13549.9060     15.27619100000   1.4739800 0.1740 
HD-149143  13550.9030    158.76817000000   1.4667400 0.1740 
HD-149143  13551.9090     11.64987400000   1.4574500 0.1720 
HD-149143  13570.9230    125.78623000000   1.6252300 0.1740 
HD-149143  13842.1320   -156.54362000000   1.8049000 0.1700 
HD-149143  13926.9140    -86.60562500000   1.6266300 0.1720 
HD-149143  14318.8200   -124.16904000000   1.1922100 0.1690 
HD-149143  14545.1220     79.10322900000   1.1452600 0.1780 
HD-149143  14547.1250    -79.86873700000   1.1498700 0.1780 
HD-149143  14549.0270     99.44368200000   1.2936800 0.1780 
HD-149143  14722.7250     40.74839000000   1.4238100 0.1760 
HD-149143  14725.7360   -148.11104000000   1.3181600 0.1730 
HD-149143  14964.0450    131.92564000000   1.4201000 0.1650 
HD-149143  15016.9540    136.68767000000   1.2761400 0.1640 
HD-149143  15286.0410     95.62489600000   1.3483300 0.1610 
HD-149143  15350.9310    117.80325000000   1.3719200 0.1630 
HD-149143  15395.9160    102.69473000000   1.4963000 0.1620 
HD-149143  15471.7220    -18.64293000000   1.3915100 0.1670 
HD-149143  15608.1190     20.31895500000   1.3120900 0.1700 
HD-149143  15615.0780    144.01003000000   1.5188200 0.1700 
HD-149143  15634.0840   -114.63140000000   1.3548400 0.1710 
HD-149143  15668.9920     59.21641200000   1.4794900 0.1720 
HD-149143  15673.9330   -116.30575000000   1.4151700 0.1710 
HD-149143  15704.8330    155.72628000000   1.4525100 0.1730 
HD-149143  15843.6980    136.25993000000   1.4248900 0.1670 
HD-149143  16109.7820   -137.74467000000   1.3457300 0.1670 
HD-149143  16533.7240   -145.70601000000   1.3225000 0.1540 
HD-149143  16882.7300    -14.48753500000   1.3479800 0.1640 
HD-149143  17232.8150     21.77727600000   1.3570200 0.1700 
HD-149143  17791.1700    -99.60098000000   1.4469400 0.1520 
HD-1497    13200.0970      4.84026000000   1.4930500        
HD-1497    13208.0510      0.22374900000   1.4401200        
HD-1497    13605.0650      2.05197000000   1.4792900 0.1860 
HD-1497    14129.7620    -16.84410000000   1.2593700 0.1810 
HD-149750  13570.8540     -4.31627770000   1.0434800 0.1600 
HD-149750  13575.9180      4.92463220000   1.0694800 0.1580 
HD-149750  13576.8320     -6.01633270000   0.9323020 0.1610 
HD-149750  14250.9700     -1.36649910000   1.2605000 0.1620 
HD-149750  14549.0510      4.50628120000   1.1708400 0.1630 
HD-149760  13190.9240      4.22304000000   1.6683300        
HD-149760  13197.8870      7.82168000000   1.5918700        
HD-149760  13198.9000      4.46789000000   1.5702100        
HD-149760  13603.8350     -8.56518000000   1.5589200 0.1390 
HD-150122  13197.9160   1440.15000000000  12.9033000        
HD-150122  13198.9210   1441.96000000000  11.5649000        
HD-150122  13199.8680   1634.01000000000  16.8476000        
HD-150122  13208.0030    587.55800000000  13.6846000        
HD-150122  13398.1620  -1701.22000000000  10.8066000 0.1730 
HD-150122  13399.1500  -1702.43000000000  10.2026000        
HD-150122  13401.1550  -1682.48000000000  12.3711000 0.1700 
HD-150936  13190.9270   -272.36000000000   2.2370900        
HD-150936  13197.8910   -256.57000000000   2.0183600        
HD-150936  13198.8950   -253.05200000000   1.8410400        
HD-150936  13603.8320    793.64600000000   3.7479400 0.1840 
HD-151329  13197.9170   8217.70000000000   2.4379900        
HD-151329  13198.9220   8207.09000000000   2.6225000        
HD-151329  13199.8690   8199.61000000000   2.3079000        
HD-151329  13208.0050   8018.96000000000   2.4025100        
HD-151329  13398.1580  -6124.27000000000   1.9604500 0.1550 
HD-151329  13399.1470  -6209.08000000000   1.9008900 0.1550 
HD-151329  13401.1600  -6352.63000000000   2.4113500 0.1550 
HD-151329  13842.1340  -6982.48000000000   2.1319400 0.1590 
HD-151329  13842.1350  -6985.79000000000   2.3879200 0.1590 
HD-151504  13190.9280     -1.58459550000   2.5089600        
HD-151504  13197.8890      2.89448470000   2.3243000        
HD-151504  13198.9020    -21.58804400000   2.6217200        
HD-151504  13546.8460     -3.90028350000   1.2422800 0.1730 
HD-151504  13547.7860     -6.07943310000   1.1716200 0.1740 
HD-151504  13548.9690     -7.53194590000   1.3628000 0.1740 
HD-151504  13549.8200     -8.36102250000   1.2918500 0.1730 
HD-151504  13550.9000     -9.80518670000   1.2279600 0.1720 
HD-151504  13551.9050      1.74268540000   1.2722200 0.1740 
HD-151504  13570.8020      1.15791100000   1.4738500 0.1730 
HD-151504  14247.9130      0.45903318000   1.2564100 0.1730 
HD-151504  14248.8780      1.33514860000   1.3600400 0.1720 
HD-151504  14249.9870      0.21110083000   1.3329400 0.1730 
HD-151504  14251.0260     -6.61053490000   1.1064800 0.1730 
HD-151504  14633.8770      1.88863110000   1.1560700 0.1740 
HD-151504  14634.8840      5.40682440000   1.2047400 0.1740 
HD-151504  14635.8950      0.81090840000   1.1806600 0.1740 
HD-151504  14636.8920      2.22572710000   1.2019200 0.1740 
HD-151504  14637.8990      5.35176990000   1.0338800 0.1730 
HD-151504  14638.8930      4.82439880000   1.0700000 0.1740 
HD-151504  14639.9290      2.26195210000   1.0341100 0.1790 
HD-151504  14640.9180      4.15300680000   1.1679400 0.1750 
HD-151504  14641.9170     -2.22482580000   1.1008200 0.1750 
HD-151504  14674.8170      3.52248030000   1.3815000 0.1740 
HD-151504  14689.8360     -2.16040450000   1.4121200 0.1740 
HD-151504  15671.0320     -5.34506950000   1.2437600 0.1730 
HD-151504  17562.0200      9.83117510000   1.1849400 0.1750 
HD-152125  13570.8270     -4.48917960000   1.1247200 0.1790 
HD-152125  13575.8680     -1.96388410000   1.2949500 0.1810 
HD-152125  13576.7830      1.36502970000   1.1284200 0.1800 
HD-152125  14247.9000     -1.61694900000   1.1502800 0.1790 
HD-152125  14249.8450      3.95214450000   1.2171300 0.1790 
HD-152125  14250.9800      2.47753170000   1.1255100 0.1790 
HD-152878  13190.0310   -200.51800000000  23.4124000        
HD-152878  13197.7850    -94.41190000000  22.2453000        
HD-152878  13198.8130    -18.63100000000  19.8069000        
HD-152878  13199.7690    -14.78050000000  22.3797000        
HD-152878  13206.9510    165.55300000000  24.9185000        
HD-152878  13208.0070    163.24200000000  20.5640000        
HD-15337   13014.7770      5.29799000000   5.9926900        
HD-15337   13015.7810      4.82641000000   7.1829200        
HD-15337   13016.7820      7.91425000000   7.2163900        
HD-15337   13072.7360    -12.17710000000   6.5651100        
HD-15337   13302.8770      0.20516000000   5.5841500 0.2070 
HD-15337   13604.1170      4.24258000000   5.6868400 0.2390 
HD-153378  13190.9300     -1.36401000000   2.9779200        
HD-153378  13197.8920     10.35150000000   2.8489700        
HD-153378  13198.8970    -12.08020000000   2.4466600        
HD-153378  13546.8450      8.36624000000   2.1882400 0.1610 
HD-153378  13547.7760      2.44877000000   2.0133900 0.1630 
HD-153378  13548.9710      7.64564000000   1.8675400 0.1630 
HD-153378  13549.9040     -2.00315000000   2.0535900 0.1620 
HD-153378  13550.8960     -2.96528000000   1.8966600 0.1630 
HD-153378  13551.9070     -1.05917000000   1.9878000 0.1630 
HD-153378  13570.9180     -0.94042400000   2.6988500 0.1630 
HD-154144  13197.9190    100.99586000000   4.5676000        
HD-154144  13198.9240    116.69412000000   4.5630800        
HD-154144  13199.8710     98.29602900000   4.5902100        
HD-154144  13207.9950     75.77813000000   4.0379000        
HD-154144  13546.8620     16.34254300000   2.5299300 0.1910 
HD-154144  13547.8030     38.08341800000   2.0193200 0.1890 
HD-154144  13548.9890     24.40725000000   2.5271400 0.1870 
HD-154144  13549.9100     35.08203700000   2.4689400 0.1900 
HD-154144  13550.9600     38.73075000000   2.2607600 0.1900 
HD-154144  13570.9160     32.69539900000   2.1236200 0.1880 
HD-154144  13838.1350      2.63519760000   2.4409900 0.1900 
HD-154144  13842.1310     30.66105000000   2.5498700 0.1900 
HD-154144  13926.9340     40.55270200000   2.3510100 0.1930 
HD-154144  13931.8990     10.88154200000   2.0069500 0.1920 
HD-154144  13932.7890    -12.03486900000   2.1408900 0.1890 
HD-154144  13933.8920    -17.20485300000   2.0476100 0.1910 
HD-154144  13934.8050    -36.11117700000   2.0085700 0.1880 
HD-154144  13960.8910    -10.36344700000   2.3463900 0.1900 
HD-154144  13961.8340     -8.78240900000   2.1511800 0.1900 
HD-154144  13962.7800    -24.43363000000   2.1096300 0.1890 
HD-154144  13963.8260    -13.46684200000   2.3596300 0.1900 
HD-154144  13981.7390     -4.63559750000   2.3578700 0.1900 
HD-154144  13982.7980    -37.62883000000   2.2947800 0.1890 
HD-154144  13983.7480    -33.41110100000   2.0704100 0.1870 
HD-154144  13984.8210    -14.34397800000   2.2198900 0.1900 
HD-154144  14318.8260     -6.31356760000   2.1091400 0.1930 
HD-154144  14549.0300    -64.35945800000   2.6382700 0.1880 
HD-154325  13570.8230     -4.06807210000   0.9246660 0.1810 
HD-154325  13575.8610      4.37686460000   0.9231770 0.1820 
HD-154325  13576.7790      0.87173009000   0.9387540 0.1820 
HD-154325  14250.9730     -2.03642550000   1.1564000 0.1820 
HD-154656  13197.9200      6.15590000000   2.2971500        
HD-154656  13198.9260      5.89605000000   2.1516300        
HD-154656  13199.8730      5.16724000000   2.2965100        
HD-154656  13208.0090     -3.15232000000   2.1530100        
HD-154656  13603.8300      6.82108000000   1.9918400 0.1900 
HD-154656  14247.9100     -6.41582000000   1.6547900 0.1890 
HD-154656  14249.9780     -0.04536990000   1.4510100 0.1870 
HD-154656  14251.0180      2.57294000000   1.5342300 0.1870 
HD-154656  14251.8670     -0.66440500000   1.6902300 0.1890 
HD-154697  13197.9740    -61.31410000000   1.6610900        
HD-154697  13198.9370    -75.18990000000   1.6963000        
HD-154697  13199.8820    -60.45660000000   1.3222100        
HD-154697  13603.8280    210.41400000000   1.8858200 0.1790 
HD-154994  13190.8690     -4.08154000000   2.7364200        
HD-154994  13197.8950      7.94975000000   2.3439100        
HD-154994  13198.9050     10.21450000000   2.5441800        
HD-154994  13199.8520     -4.48982000000   2.7708700        
HD-154994  13603.8250      0.28820800000   2.3805000 0.1810 
HD-154994  14247.9170      5.01462000000   2.0655400 0.1980 
HD-154994  14248.8830     -0.45218900000   1.5674900 0.1960 
HD-154994  14249.9910      3.71267000000   1.7857500 0.1960 
HD-154994  14251.0310      1.68098000000   1.8506000 0.1960 
HD-154994  14251.8730      3.32045000000   1.9663700 0.1950 
HD-155415  13190.8720     17.12630000000   3.7216800        
HD-155415  13197.8970      5.84669000000   3.5683200        
HD-155415  13198.9070     -0.72329400000   3.0453700        
HD-155415  13199.8550     10.30390000000   3.1291700        
HD-155415  13603.8220     -5.88766000000   3.7450800 0.1550 
HD-155817  13190.0240      3.66307000000   2.9408300        
HD-155817  13197.9890      8.35966000000   2.5756700        
HD-155817  13198.9540     -2.57778000000   2.2898800        
HD-155817  13199.8980     -8.96624000000   1.9071200        
HD-155817  13604.7660     20.06960000000   3.1325800 0.1330 
HD-155968  13197.9750      6.59720000000   1.8693700        
HD-155968  13198.9390      7.93172000000   1.8936600        
HD-155968  13198.9410      6.86355000000   1.6960400        
HD-155968  13199.8830      5.15101000000   1.7034400        
HD-155968  13603.8190     -1.87134000000   2.0208200 0.2340 
HD-155968  14249.9850      1.89304000000   1.7684000 0.2350 
HD-156079  13190.9320      6.74684000000   2.6207400        
HD-156079  13197.8990      3.23002000000   2.6019300        
HD-156079  13198.9110     -2.87953000000   2.2069300        
HD-156079  13199.8580      2.87839000000   2.1486300        
HD-156079  13603.8170      6.40466000000   2.3152900 0.1570 
HD-156079  14248.8880     11.53860000000   2.2935900 0.1570 
HD-156342  13197.9240     31.25156400000   2.2171000        
HD-156342  13198.9300     38.81728400000   2.1886900        
HD-156342  13199.8750     25.82340300000   2.4157700        
HD-156342  13208.0130     25.37075100000   2.3680000        
HD-156342  13603.8150     20.25734800000   1.4359300 0.1660 
HD-156342  14249.9810     10.01926600000   1.2344700 0.1650 
HD-156342  14251.8800     12.72832000000   1.3679800 0.1670 
HD-156342  14633.9310     10.04666000000   1.1800300 0.1720 
HD-156342  14634.8910      8.67476120000   1.3493200 0.1660 
HD-156342  14635.9080     13.91079700000   1.0943900 0.1670 
HD-156342  14636.8790      8.06125950000   1.1343200 0.1660 
HD-156342  14637.9160      3.20552200000   0.9678990 0.1640 
HD-156342  14638.9620     -1.41117760000   1.0673800 0.1670 
HD-156342  14639.9540     -1.41622020000   1.0916000 0.1690 
HD-156342  14640.9410      1.66140350000   1.2350500 0.1670 
HD-156342  14641.9250      0.28372336000   1.1538800 0.1670 
HD-156342  14643.9080      1.44826340000   1.2066200 0.1670 
HD-156342  14674.8310     -0.62928029000   1.2338700 0.1660 
HD-156342  14688.8300     -3.23909010000   1.2536800 0.1700 
HD-156342  14777.6840     -2.66809230000   1.3288800 0.1660 
HD-156342  15671.0770    -13.43565900000   1.2961700 0.1630 
HD-156342  16166.7280    -37.67229000000   1.4107500 0.1650 
HD-156342  16880.7580    -37.34201600000   1.5992500 0.1650 
HD-156549  13197.9770    -29.43900000000  16.4143000        
HD-156549  13198.9420      5.70153000000  15.0717000        
HD-156549  13199.8850    -20.55790000000  16.3446000        
HD-156549  13546.8600     17.00330000000  11.9861000 0.2070 
HD-156549  13547.8090      4.83235000000  10.1369000 0.2060 
HD-156549  13548.9880     19.28000000000  11.0473000 0.2060 
HD-156549  13549.9080     -7.61840000000  11.7659000 0.2060 
HD-156549  13550.9040     27.15160000000  12.6075000 0.2050 
HD-156549  13551.8570     24.78870000000  12.0049000 0.2060 
HD-156549  13570.8040    -15.24020000000  13.6383000 0.2020 
HD-157299  13190.9520      1.41109000000   2.4209900        
HD-157299  13197.9720      8.94000000000   1.8175100        
HD-157299  13198.9350      0.93959400000   1.9911600        
HD-157299  13199.8800     -3.75857000000   1.9869400        
HD-157299  13603.8130      8.92043000000   1.9961200 0.1370 
HD-158173  13190.9330      8.28595000000   2.6431200        
HD-158173  13190.9350      7.31606000000   2.2672400        
HD-158173  13198.9090     11.24030000000   2.4639300        
HD-158173  13199.8570      2.29144000000   2.1446600        
HD-158173  13603.8110      0.14360800000   2.3292400 0.1480 
HD-1605    13746.7910     29.37312700000   1.2109200 0.1230 
HD-1605    13747.7880     13.54512600000   1.1967400 0.1280 
HD-1605    13748.7160     22.90896300000   1.1946000 0.1250 
HD-1605    13749.7190     14.67342100000   1.1795400 0.1250 
HD-1605    13750.7060     15.21777900000   1.2236300 0.1260 
HD-1605    13775.7340     30.05876100000   1.0063000 0.1250 
HD-1605    13776.7120     19.27448100000   1.1733100 0.1260 
HD-1605    14427.8140    -36.42427200000   1.1830900 0.1250 
HD-1605    14428.8390    -37.20483200000   1.1706500 0.1250 
HD-1605    14635.0730    -17.49322600000   1.0786100 0.1260 
HD-1605    14638.1130    -20.74742400000   1.0365400 0.1250 
HD-1605    14641.0980    -21.82279300000   1.1318200 0.1260 
HD-1605    15044.1130     25.10579200000   1.0679500 0.1250 
HD-1605    15082.1470     31.52239400000   1.1029100 0.1260 
HD-1605    15171.8540     48.23253500000   1.1451900 0.1260 
HD-1605    15187.7910     52.00179500000   1.2116200 0.1250 
HD-1605    15379.0920     15.21113500000   1.1256600 0.1260 
HD-1605    15401.0000     25.82106800000   1.1139100 0.1250 
HD-1605    15403.0990     21.30668400000   1.0894800 0.1260 
HD-1605    15404.1110     17.18775200000   1.0778100 0.1240 
HD-1605    15406.0780      6.31194680000   0.9638700 0.1260 
HD-1605    15411.0730      5.85365240000   0.9483630 0.1250 
HD-1605    15412.0560     15.53403800000   1.0370700 0.1260 
HD-1605    15413.1030     16.59129400000   1.0356100 0.1260 
HD-1605    15414.0920     13.75777600000   1.1294600 0.1240 
