# From https://iopscience.iop.org/article/10.1088/0004-6256/144/5/139
#
#Title: HAT-P-39b - HAT-P-41b: Three Highly Inflated Transiting Hot Jupiters
#Authors: Hartman J.D., Bakos G.A., Beky B., Torres G., Latham D.W., Csubry Z., 
#         Penev K., Shporer A., Fulton B.J., Buchhave L.A., Johnson J.A., 
#         Howard A.W., Marcy G.W., Fischer D.A., Kovacs G., Noyes R.W., 
#         Esquerdo G.A., Everett M., Szklenar T., Quinn S.N., Bieryla A., 
#         Knox R.P., Hinz P., Sasselov D.D., Furesz G., Stefanik R.P., Lazar J.,
#         Papp I., Sari P. 
#Table: High-precision differential photometry of HAT-P-41
#================================================================================
#Byte-by-byte Description of file: aj445162t8_mrt.txt
#--------------------------------------------------------------------------------
#   Bytes Format Units   Label   Explanations
#--------------------------------------------------------------------------------
#   1- 11 F11.5  d       BJD     Barycentric Julian Date; 2400000+ (1)
#  13- 20 F8.5   mag     mag     Processed magnitude in Filter (2)
#  22- 28 F7.5   mag   e_mag     The 1{sigma} error in mag
#  30- 37 F8.5   mag     Omag    Original magnitude in Filter (3)
#      39 A1     ---     Filter  Filter used in the observation
#--------------------------------------------------------------------------------
#Note (1): Calculated directly from UTC, with- out correction for leap seconds.
#Note (2): The out-of-transit level has been subtracted. These magnitudes have 
#          been subjected to the EPD and TFA procedures, carried out 
#          simultaneously with the transit fit.
#Note (3): Raw magnitude values without application of the EPD and TFA 
#          procedures.
#--------------------------------------------------------------------------------
#FLWO
55371.76611  0.01225 0.00104  9.60820 i 
55371.76643  0.01516 0.00104  9.61072 i 
55371.76695  0.01210 0.00103  9.60728 i 
55371.76729  0.01329 0.00104  9.60915 i 
55371.76780  0.01308 0.00103  9.60724 i 
55371.76813  0.01258 0.00104  9.60757 i 
55371.76867  0.01015 0.00103  9.60569 i 
55371.76900  0.01227 0.00104  9.60867 i 
55371.76950  0.00637 0.00103  9.60250 i 
55371.76981  0.00884 0.00103  9.60548 i 
55371.77035  0.00973 0.00103  9.60576 i 
55371.77068  0.01820 0.00104  9.61452 i 
55371.77120  0.02188 0.00103  9.61858 i 
55371.77206  0.01166 0.00103  9.60727 i 
55371.77241  0.01531 0.00103  9.61050 i 
55371.77293  0.01553 0.00103  9.61169 i 
55371.77326  0.00363 0.00102  9.60098 i 
55371.77377  0.02178 0.00103  9.61693 i 
55371.77412  0.01148 0.00103  9.60789 i 
55371.77462  0.01425 0.00103  9.60903 i 
55371.77496  0.01864 0.00103  9.61489 i 
55371.77547  0.01063 0.00103  9.60502 i 
55371.77582  0.01549 0.00102  9.61273 i 
55371.77635  0.00782 0.00102  9.60396 i 
55371.77668  0.00714 0.00102  9.60363 i 
55371.77721  0.01615 0.00102  9.61191 i 
55371.77754  0.01292 0.00103  9.60977 i 
55371.77805  0.00952 0.00102  9.60479 i 
55371.77840  0.01159 0.00102  9.60824 i 
55371.77891  0.01421 0.00102  9.60935 i 
55371.77926  0.01126 0.00102  9.60635 i 
